sample_id,tissue,metadata,gene_expression,metilation
GTEX-1LG7Y-0926,Spleen,1,0,0
GTEX-1LG7Y-1026,Pancreas,1,0,0
GTEX-1LG7Y-1126,Adipose - Visceral (Omentum),1,1,0
GTEX-1LG7Y-1226,Heart - Left Ventricle,1,1,0
GTEX-1LG7Y-1326,Artery - Aorta,1,1,0
GTEX-1LG7Y-1426,Heart - Atrial Appendage,1,1,0
GTEX-1LG7Y-1526,Artery - Coronary,1,0,0
GTEX-1LG7Y-1626,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1LG7Y-1726,Esophagus - Mucosa,1,1,0
GTEX-1LG7Y-1826,Esophagus - Muscularis,1,0,0
GTEX-1LG7Y-1926,Stomach,1,0,0
GTEX-1LG7Y-2026,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LG7Y-2126,Colon - Transverse,1,1,0
GTEX-1LG7Y-2226,Colon - Sigmoid,1,1,0
GTEX-1LG7Y-2326,Testis,1,1,0
GTEX-1LG7Y-2426,Prostate,1,1,0
GTEX-1LG7Y-2526,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LG7Y-2626,Adrenal Gland,1,0,0
GTEX-1LG7Y-2726,Kidney - Cortex,1,1,0
GTEX-1LG7Y-2826,Breast - Mammary Tissue,1,0,0
GTEX-1LG7Y-2926,Pituitary,1,1,0
GTEX-1LG7Y-3026,Brain - Cortex,1,1,0
GTEX-1LG7Y-3126,Brain - Cerebellum,1,1,0
GTEX-1LG7Z-0126,Spleen,1,1,0
GTEX-1LG7Z-0226,Adipose - Visceral (Omentum),1,1,0
GTEX-1LG7Z-0326,Pancreas,1,1,0
GTEX-1LG7Z-0426,Adrenal Gland,1,1,0
GTEX-1LG7Z-0526,Thyroid,1,1,0
GTEX-1LG7Z-0626,Artery - Aorta,1,1,0
GTEX-1LG7Z-0726,Breast - Mammary Tissue,1,1,0
GTEX-1LG7Z-0826,Prostate,1,1,0
GTEX-1LG7Z-0926,Esophagus - Mucosa,1,1,0
GTEX-1LG7Z-1026,Esophagus - Muscularis,1,1,0
GTEX-1LG7Z-1126,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1LG7Z-1226,Stomach,1,1,0
GTEX-1LG7Z-1326,Colon - Sigmoid,1,1,0
GTEX-1LG7Z-1426,Colon - Transverse,1,1,0
GTEX-1LG7Z-1526,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LG7Z-1626,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LG7Z-1726,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1LG7Z-1826,Nerve - Tibial,1,1,0
GTEX-1LG7Z-1926,Artery - Tibial,1,1,0
GTEX-1LG7Z-2026,Adipose - Subcutaneous,1,1,0
GTEX-1LG7Z-2126,Muscle - Skeletal,1,1,0
GTEX-1LGOU-0126,Thyroid,1,1,0
GTEX-1LGOU-0226,Artery - Aorta,1,0,0
GTEX-1LGOU-0326,Heart - Atrial Appendage,1,1,0
GTEX-1LGOU-0426,Artery - Coronary,1,1,0
GTEX-1LGOU-0526,Esophagus - Mucosa,1,1,0
GTEX-1LGOU-0626,Esophagus - Muscularis,1,1,0
GTEX-1LGOU-0726,Heart - Left Ventricle,1,1,0
GTEX-1LGOU-0826,Adipose - Visceral (Omentum),1,1,0
GTEX-1LGOU-0926,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1LGOU-1026,Ovary,1,1,1
GTEX-1LGOU-1126,Vagina,1,1,0
GTEX-1LGOU-1226,Uterus,1,1,0
GTEX-1LGOU-1326,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LGOU-1426,Small Intestine - Terminal Ileum,1,1,0
GTEX-1LGOU-1526,Stomach,1,1,0
GTEX-1LGOU-1626,Colon - Transverse,1,1,0
GTEX-1LGOU-1726,Colon - Sigmoid,1,1,0
GTEX-1LGOU-1826,Nerve - Tibial,1,1,0
GTEX-1LGOU-1926,Artery - Tibial,1,1,0
GTEX-1LGOU-2026,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1LGOU-2126,Muscle - Skeletal,1,1,0
GTEX-1LGOU-2226,Adipose - Subcutaneous,1,1,0
GTEX-1LGRB-0126,Spleen,1,1,0
GTEX-1LGRB-0226,Lung,1,1,0
GTEX-1LGRB-0326,Adrenal Gland,1,1,0
GTEX-1LGRB-0426,Pancreas,1,1,0
GTEX-1LGRB-0526,Adipose - Visceral (Omentum),1,1,0
GTEX-1LGRB-0626,Liver,1,1,0
GTEX-1LGRB-0726,Artery - Aorta,1,1,0
GTEX-1LGRB-0826,Artery - Coronary,1,1,0
GTEX-1LGRB-0926,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LGRB-1026,Heart - Atrial Appendage,1,1,0
GTEX-1LGRB-1126,Heart - Left Ventricle,1,1,0
GTEX-1LGRB-1226,Thyroid,1,1,0
GTEX-1LGRB-1326,Esophagus - Muscularis,1,0,0
GTEX-1LGRB-1426,Colon - Transverse,1,1,0
GTEX-1LGRB-1526,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1LGRB-1626,Esophagus - Mucosa,1,1,0
GTEX-1LGRB-1726,Stomach,1,1,0
GTEX-1LGRB-1826,Breast - Mammary Tissue,1,1,0
GTEX-1LGRB-1926,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LGRB-2026,Colon - Sigmoid,1,1,0
GTEX-1LGRB-2126,Vagina,1,1,0
GTEX-1LGRB-2226,Uterus,1,1,0
GTEX-1LGRB-2326,Ovary,1,1,0
GTEX-1LGRB-2426,Adipose - Subcutaneous,1,1,0
GTEX-1LGRB-2526,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1LGRB-2626,Muscle - Skeletal,1,1,0
GTEX-1LGRB-2726,Artery - Tibial,1,1,0
GTEX-1LGRB-2826,Nerve - Tibial,1,1,0
GTEX-1LH75-0126,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-1LH75-0226,Lung,1,0,0
GTEX-1LH75-0326,Artery - Aorta,1,0,0
GTEX-1LH75-0426,Heart - Left Ventricle,1,1,0
GTEX-1LH75-0526,Heart - Atrial Appendage,1,1,0
GTEX-1LH75-0626,Thyroid,1,1,0
GTEX-1LH75-0726,Esophagus - Mucosa,1,0,0
GTEX-1LH75-0826,Esophagus - Muscularis,1,0,0
GTEX-1LH75-0926,Liver,1,1,0
GTEX-1LH75-1026,Adipose - Visceral (Omentum),1,1,0
GTEX-1LH75-1126,Pancreas,1,0,0
GTEX-1LH75-1226,Spleen,1,0,0
GTEX-1LH75-1326,Kidney - Cortex,1,0,0
GTEX-1LH75-1426,Adrenal Gland,1,0,0
GTEX-1LH75-1526,Ovary,1,0,0
GTEX-1LH75-1626,Uterus,1,1,0
GTEX-1LH75-1726,Vagina,1,1,0
GTEX-1LH75-1826,Stomach,1,0,0
GTEX-1LH75-1926,Small Intestine - Terminal Ileum,1,1,0
GTEX-1LH75-2026,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1LH75-2126,Colon - Transverse,1,1,0
GTEX-1LH75-2226,Artery - Tibial,1,0,0
GTEX-1LH75-2326,Nerve - Tibial,1,1,0
GTEX-1LH75-2426,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1LH75-2526,Adipose - Subcutaneous,1,1,0
GTEX-1LH75-2626,Muscle - Skeletal,1,1,0
GTEX-1LH75-2726,Minor Salivary Gland,1,0,0
GTEX-1LH75-2826,Colon - Sigmoid,1,0,0
GTEX-1LH75-2926,Brain - Cerebellum,1,0,0
GTEX-1LH75-3026,Pituitary,1,1,0
GTEX-1LH75-3126,Brain - Cortex,1,0,0
GTEX-1LKK1-0126,Adipose - Subcutaneous,1,0,0
GTEX-1LKK1-0226,Muscle - Skeletal,1,0,0
GTEX-1LKK1-0326,Nerve - Tibial,1,0,0
GTEX-1LKK1-0426,Artery - Tibial,1,0,0
GTEX-1LKK1-0526,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-1LKK1-0626,Heart - Atrial Appendage,1,0,0
GTEX-1LKK1-0726,Heart - Left Ventricle,1,0,0
GTEX-1LKK1-0826,Thyroid,1,0,0
GTEX-1LKK1-0926,Lung,1,0,0
GTEX-1LKK1-1026,Liver,1,0,0
GTEX-1LKK1-1126,Artery - Aorta,1,1,0
GTEX-1LKK1-1226,Esophagus - Muscularis,1,0,0
GTEX-1LKK1-1326,Esophagus - Mucosa,1,0,0
GTEX-1LKK1-1426,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-1LKK1-1526,Adipose - Visceral (Omentum),1,1,0
GTEX-1LKK1-1626,Ovary,1,1,1
GTEX-1LKK1-1726,Uterus,1,0,0
GTEX-1LKK1-1826,Vagina,1,0,0
GTEX-1LKK1-1926,Spleen,1,0,0
GTEX-1LKK1-2026,Pancreas,1,0,0
GTEX-1LKK1-2126,Adrenal Gland,1,0,0
GTEX-1LKK1-2226,Colon - Transverse,1,0,0
GTEX-1LKK1-2326,Kidney - Cortex,1,0,0
GTEX-1LKK1-2426,Colon - Sigmoid,1,1,0
GTEX-1LKK1-2526,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LKK1-2626,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LKK1-2726,Stomach,1,0,0
GTEX-1LKK1-2826,Breast - Mammary Tissue,1,0,0
GTEX-1LKK1-2926,Minor Salivary Gland,1,1,0
GTEX-1LKK1-3026,Pituitary,1,1,0
GTEX-1LKK1-3126,Brain - Cortex,1,1,0
GTEX-1LKK1-3226,Brain - Cerebellum,1,0,0
GTEX-1LNCM-0126,Thyroid,1,0,0
GTEX-1LNCM-0226,Breast - Mammary Tissue,1,1,0
GTEX-1LNCM-0326,Artery - Aorta,1,1,0
GTEX-1LNCM-0426,Spleen,1,1,0
GTEX-1LNCM-0526,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-1LNCM-0626,Esophagus - Mucosa,1,1,0
GTEX-1LNCM-0726,Esophagus - Muscularis,1,1,0
GTEX-1LNCM-0826,Adrenal Gland,1,1,0
GTEX-1LNCM-0926,Ovary,1,1,0
GTEX-1LNCM-1026,Vagina,1,1,0
GTEX-1LNCM-1126,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1LNCM-1226,Muscle - Skeletal,1,1,0
GTEX-1LNCM-1326,Adipose - Subcutaneous,1,0,0
GTEX-1LNCM-1426,Nerve - Tibial,1,0,0
GTEX-1LNCM-1526,Artery - Tibial,1,0,0
GTEX-1LSNL-0126,Muscle - Skeletal,1,1,0
GTEX-1LSNL-0226,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-1LSNL-0326,Artery - Tibial,1,1,0
GTEX-1LSNL-0426,Nerve - Tibial,1,1,0
GTEX-1LSNL-0526,Adipose - Subcutaneous,1,1,0
GTEX-1LSNL-0626,Heart - Atrial Appendage,1,1,0
GTEX-1LSNL-0726,Heart - Left Ventricle,1,0,0
GTEX-1LSNL-0826,Artery - Aorta,1,0,0
GTEX-1LSNL-0926,Artery - Coronary,1,0,0
GTEX-1LSNL-1026,Thyroid,1,0,0
GTEX-1LSNL-1126,Lung,1,0,1
GTEX-1LSNL-1226,Spleen,1,0,0
GTEX-1LSNL-1326,Pancreas,1,0,0
GTEX-1LSNL-1426,Adipose - Visceral (Omentum),1,1,0
GTEX-1LSNL-1526,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LSNL-1626,Colon - Sigmoid,1,1,0
GTEX-1LSNL-1726,Colon - Transverse,1,0,0
GTEX-1LSNL-1826,Adrenal Gland,1,0,0
GTEX-1LSNL-1926,Kidney - Cortex,1,0,0
GTEX-1LSNL-2026,Liver,1,0,0
GTEX-1LSNL-2126,Esophagus - Muscularis,1,0,0
GTEX-1LSNL-2226,Esophagus - Mucosa,1,1,0
GTEX-1LSNL-2326,Prostate,1,1,0
GTEX-1LSNL-2426,Testis,1,1,0
GTEX-1LSNL-2526,Stomach,1,0,0
GTEX-1LSNL-2626,Minor Salivary Gland,1,1,0
GTEX-1LSNL-2726,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LSNL-2826,Breast - Mammary Tissue,1,1,0
GTEX-1LSNL-2926,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-1LSNL-3026,Brain - Cortex,1,0,0
GTEX-1LSNL-3126,Brain - Cerebellum,1,0,0
GTEX-1LSNL-3226,Pituitary,1,0,0
GTEX-1LSNM-0126,Spleen,1,1,0
GTEX-1LSNM-0226,Thyroid,1,0,0
GTEX-1LSNM-0326,Artery - Aorta,1,0,0
GTEX-1LSNM-0426,Heart - Atrial Appendage,1,1,0
GTEX-1LSNM-0526,Heart - Left Ventricle,1,1,0
GTEX-1LSNM-0626,Adipose - Visceral (Omentum),1,1,0
GTEX-1LSNM-0726,Pancreas,1,1,0
GTEX-1LSNM-0826,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LSNM-0926,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-1LSNM-1026,Stomach,1,1,0
GTEX-1LSNM-1126,Esophagus - Mucosa,1,0,0
GTEX-1LSNM-1226,Esophagus - Muscularis,1,0,0
GTEX-1LSNM-1326,Breast - Mammary Tissue,1,1,0
GTEX-1LSNM-1426,Colon - Sigmoid,1,1,0
GTEX-1LSNM-1526,Minor Salivary Gland,1,0,0
GTEX-1LSNM-1626,Colon - Transverse,1,0,0
GTEX-1LSNM-1726,Testis,1,0,0
GTEX-1LSNM-1826,Prostate,1,0,0
GTEX-1LSNM-1926,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1LSNM-2026,Adipose - Subcutaneous,1,1,0
GTEX-1LSNM-2126,Artery - Tibial,1,1,0
GTEX-1LSNM-2226,Nerve - Tibial,1,0,0
GTEX-1LSNM-2326,Muscle - Skeletal,1,1,0
GTEX-1LSVX-0126,Adipose - Subcutaneous,1,1,0
GTEX-1LSVX-0226,Muscle - Skeletal,1,0,0
GTEX-1LSVX-0326,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-1LSVX-0426,Nerve - Tibial,1,0,0
GTEX-1LSVX-0526,Artery - Tibial,1,0,0
GTEX-1LSVX-0626,Lung,1,1,1
GTEX-1LSVX-0726,Thyroid,1,1,0
GTEX-1LSVX-0826,Heart - Left Ventricle,1,0,0
GTEX-1LSVX-0926,Liver,1,0,0
GTEX-1LSVX-1026,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1LSVX-1126,Esophagus - Muscularis,1,0,0
GTEX-1LSVX-1226,Esophagus - Mucosa,1,1,0
GTEX-1LSVX-1326,Adipose - Visceral (Omentum),1,1,0
GTEX-1LSVX-1426,Spleen,1,1,0
GTEX-1LSVX-1526,Pancreas,1,0,0
GTEX-1LSVX-1626,Kidney - Cortex,1,0,0
GTEX-1LSVX-1726,Colon - Transverse,1,1,0
GTEX-1LSVX-1826,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LSVX-1926,Artery - Aorta,1,0,0
GTEX-1LSVX-2026,Colon - Sigmoid,1,1,0
GTEX-1LSVX-2126,Testis,1,1,0
GTEX-1LSVX-2226,Stomach,1,0,0
GTEX-1LSVX-2326,Minor Salivary Gland,1,0,0
GTEX-1LSVX-2426,Breast - Mammary Tissue,1,1,0
GTEX-1LSVX-2526,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LSVX-2626,Pituitary,1,1,0
GTEX-1LSVX-2726,Brain - Cortex,1,0,0
GTEX-1LSVX-2826,Brain - Cerebellum,1,1,0
GTEX-1LVA9-0126,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-1LVA9-0226,Adipose - Subcutaneous,1,1,0
GTEX-1LVA9-0326,Muscle - Skeletal,1,1,0
GTEX-1LVA9-0426,Nerve - Tibial,1,0,0
GTEX-1LVA9-0526,Artery - Tibial,1,1,0
GTEX-1LVA9-0626,Thyroid,1,0,0
GTEX-1LVA9-0726,Artery - Aorta,1,0,0
GTEX-1LVA9-0826,Heart - Atrial Appendage,1,0,0
GTEX-1LVA9-0926,Heart - Left Ventricle,1,1,0
GTEX-1LVA9-1026,Artery - Coronary,1,0,0
GTEX-1LVA9-1126,Lung,1,0,1
GTEX-1LVA9-1226,Adipose - Visceral (Omentum),1,0,0
GTEX-1LVA9-1326,Spleen,1,0,0
GTEX-1LVA9-1426,Pancreas,1,0,0
GTEX-1LVA9-1526,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LVA9-1626,Colon - Transverse,1,0,0
GTEX-1LVA9-1726,Colon - Sigmoid,1,0,0
GTEX-1LVA9-1826,Liver,1,0,0
GTEX-1LVA9-1926,Kidney - Cortex,1,0,0
GTEX-1LVA9-2026,Adrenal Gland,1,0,0
GTEX-1LVA9-2126,Esophagus - Mucosa,1,1,0
GTEX-1LVA9-2226,Esophagus - Muscularis,1,0,0
GTEX-1LVA9-2326,Stomach,1,0,0
GTEX-1LVA9-2426,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1LVA9-2526,Minor Salivary Gland,1,1,0
GTEX-1LVA9-2626,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LVA9-2726,Breast - Mammary Tissue,1,0,0
GTEX-1LVA9-2826,Testis,1,1,0
GTEX-1LVA9-2926,Prostate,1,0,0
GTEX-1LVA9-3026,Brain - Cortex,1,0,0
GTEX-1LVA9-3126,Brain - Cerebellum,1,0,0
GTEX-1LVA9-3226,Pituitary,1,0,0
GTEX-1LVAM-0126,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-1LVAM-0226,Adipose - Subcutaneous,1,0,0
GTEX-1LVAM-0326,Muscle - Skeletal,1,1,0
GTEX-1LVAM-0426,Nerve - Tibial,1,1,0
GTEX-1LVAM-0526,Artery - Tibial,1,0,0
GTEX-1LVAM-0626,Minor Salivary Gland,1,0,0
GTEX-1LVAM-0726,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LVAM-0826,Thyroid,1,1,0
GTEX-1LVAM-0926,Breast - Mammary Tissue,1,1,0
GTEX-1LVAM-1026,Adipose - Visceral (Omentum),1,1,0
GTEX-1LVAM-1126,Esophagus - Mucosa,1,1,0
GTEX-1LVAM-1226,Esophagus - Muscularis,1,0,0
GTEX-1LVAM-1326,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-1LVAM-1426,Stomach,1,1,0
GTEX-1LVAM-1526,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LVAM-1626,Colon - Transverse,1,1,0
GTEX-1LVAM-1726,Colon - Sigmoid,1,1,0
GTEX-1LVAM-1826,Ovary,1,1,1
GTEX-1LVAM-1926,Vagina,1,1,0
GTEX-1LVAM-2026,Uterus,1,0,0
GTEX-1LVAN-0126,Adipose - Subcutaneous,1,1,0
GTEX-1LVAN-0226,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1LVAN-0426,Artery - Tibial,1,1,0
GTEX-1LVAN-0526,Muscle - Skeletal,1,1,0
GTEX-1LVAN-0626,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LVAN-0726,Thyroid,1,1,0
GTEX-1LVAN-0826,Adrenal Gland,1,1,0
GTEX-1LVAN-0926,Adipose - Visceral (Omentum),1,1,0
GTEX-1LVAN-1026,Spleen,1,1,0
GTEX-1LVAN-1126,Lung,1,1,0
GTEX-1LVAN-1226,Pancreas,1,1,0
GTEX-1LVAN-1326,Breast - Mammary Tissue,1,1,0
GTEX-1LVAN-1426,Artery - Aorta,1,1,0
GTEX-1LVAN-1526,Heart - Atrial Appendage,1,1,0
GTEX-1LVAN-1626,Vagina,1,1,0
GTEX-1LVAN-1726,Heart - Left Ventricle,1,1,0
GTEX-1LVAN-1826,Artery - Coronary,1,1,0
GTEX-1LVAN-2126,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1LVAN-2326,Esophagus - Mucosa,1,1,0
GTEX-1LVAN-2426,Stomach,1,1,0
GTEX-1LVAN-2526,Colon - Transverse,1,1,0
GTEX-1LVAN-2626,Colon - Sigmoid,1,1,0
GTEX-1LVAN-2726,Ovary,1,1,0
GTEX-1LVAO-0126,Skin - Sun Exposed (Lower leg),1,0,0
GTEX-1LVAO-0226,Adipose - Subcutaneous,1,1,0
GTEX-1LVAO-0326,Nerve - Tibial,1,1,0
GTEX-1LVAO-0426,Artery - Tibial,1,1,0
GTEX-1LVAO-0526,Muscle - Skeletal,1,1,0
GTEX-1LVAO-0626,Heart - Atrial Appendage,1,1,0
GTEX-1LVAO-0726,Heart - Left Ventricle,1,0,0
GTEX-1LVAO-0826,Artery - Aorta,1,1,0
GTEX-1LVAO-0926,Artery - Coronary,1,0,0
GTEX-1LVAO-1026,Thyroid,1,0,0
GTEX-1LVAO-1126,Liver,1,0,0
GTEX-1LVAO-1226,Lung,1,1,1
GTEX-1LVAO-1326,Spleen,1,0,0
GTEX-1LVAO-1426,Kidney - Cortex,1,0,0
GTEX-1LVAO-1526,Pancreas,1,0,0
GTEX-1LVAO-1626,Adrenal Gland,1,0,0
GTEX-1LVAO-1726,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-1LVAO-1826,Breast - Mammary Tissue,1,0,0
GTEX-1LVAO-1926,Testis,1,0,0
GTEX-1LVAO-2026,Prostate,1,0,0
GTEX-1LVAO-2126,Adipose - Visceral (Omentum),1,1,0
GTEX-1LVAO-2226,Esophagus - Muscularis,1,0,0
GTEX-1LVAO-2326,Esophagus - Mucosa,1,0,0
GTEX-1LVAO-2426,Stomach,1,0,0
GTEX-1LVAO-2526,Small Intestine - Terminal Ileum,1,0,0
GTEX-1LVAO-2626,Minor Salivary Gland,1,1,0
GTEX-1LVAO-2726,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1LVAO-2826,Colon - Sigmoid,1,1,0
GTEX-1LVAO-2926,Colon - Transverse,1,0,0
GTEX-1LVAO-3026,Pituitary,1,0,0
GTEX-1LVAO-3126,Brain - Cerebellum,1,0,0
GTEX-1LVAO-3226,Brain - Cortex,1,0,0
GTEX-1M4P7-0126,Muscle - Skeletal,1,1,0
GTEX-1M4P7-0226,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1M4P7-0326,Adipose - Subcutaneous,1,0,0
GTEX-1M4P7-0426,Artery - Tibial,1,1,0
GTEX-1M4P7-0526,Nerve - Tibial,1,1,0
GTEX-1M4P7-0626,Thyroid,1,1,0
GTEX-1M4P7-0726,Skin - Not Sun Exposed (Suprapubic),1,1,0
GTEX-1M4P7-0826,Lung,1,1,0
GTEX-1M4P7-0926,Liver,1,0,0
GTEX-1M4P7-1026,Adipose - Visceral (Omentum),1,0,0
GTEX-1M4P7-1126,Heart - Atrial Appendage,1,0,0
GTEX-1M4P7-1226,Artery - Aorta,1,0,0
GTEX-1M4P7-1326,Heart - Left Ventricle,1,0,0
GTEX-1M4P7-1426,Pancreas,1,0,0
GTEX-1M4P7-1526,Spleen,1,0,0
GTEX-1M4P7-1626,Esophagus - Gastroesophageal Junction,1,0,0
GTEX-1M4P7-1726,Esophagus - Muscularis,1,0,0
GTEX-1M4P7-1826,Esophagus - Mucosa,1,0,0
GTEX-1M4P7-1926,Stomach,1,0,0
GTEX-1M4P7-2026,Kidney - Cortex,1,0,0
GTEX-1M4P7-2126,Small Intestine - Terminal Ileum,1,0,0
GTEX-1M4P7-2226,Colon - Sigmoid,1,0,0
GTEX-1M4P7-2326,Colon - Transverse,1,0,0
GTEX-1M4P7-2426,Prostate,1,0,0
GTEX-1M4P7-2526,Testis,1,0,0
GTEX-1M4P7-2626,Breast - Mammary Tissue,1,1,0
GTEX-1M4P7-2726,Brain - Cortex,1,1,0
GTEX-1M4P7-2826,Brain - Cerebellum,1,0,0
GTEX-1M4P7-2926,Pituitary,1,0,0
GTEX-1M5QR-0126,Spleen,1,0,0
GTEX-1M5QR-0226,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-1M5QR-0326,Thyroid,1,0,0
GTEX-1M5QR-0426,Adipose - Visceral (Omentum),1,0,0
GTEX-1M5QR-0526,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1M5QR-0626,Esophagus - Muscularis,1,1,0
GTEX-1M5QR-0726,Esophagus - Mucosa,1,1,0
GTEX-1M5QR-0826,Stomach,1,0,0
GTEX-1M5QR-0926,Pancreas,1,1,0
GTEX-1M5QR-1026,Heart - Left Ventricle,1,1,0
GTEX-1M5QR-1126,Artery - Coronary,1,1,0
GTEX-1M5QR-1226,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1M5QR-1326,Muscle - Skeletal,1,1,0
GTEX-1M5QR-1426,Prostate,1,0,0
GTEX-1M5QR-1526,Artery - Aorta,1,0,0
GTEX-1M5QR-1626,Heart - Atrial Appendage,1,1,0
GTEX-1M5QR-1726,Adrenal Gland,1,1,0
GTEX-1M5QR-1826,Kidney - Cortex,1,0,0
GTEX-1M5QR-1926,Nerve - Tibial,1,0,0
GTEX-1M5QR-2026,Artery - Tibial,1,1,0
GTEX-1M5QR-2126,Adipose - Subcutaneous,1,1,0
GTEX-1M5QR-2226,Small Intestine - Terminal Ileum,1,0,0
GTEX-1M5QR-2326,Colon - Transverse,1,0,0
GTEX-1M5QR-2426,Colon - Sigmoid,1,0,0
GTEX-1M5QR-2526,Breast - Mammary Tissue,1,1,0
GTEX-1M5QR-2626,Testis,1,1,0
GTEX-1MA7W-0126,Thyroid,1,0,0
GTEX-1MA7W-0226,Artery - Aorta,1,0,0
GTEX-1MA7W-0326,Esophagus - Muscularis,1,0,0
GTEX-1MA7W-0426,Esophagus - Mucosa,1,1,0
GTEX-1MA7W-0526,Adipose - Visceral (Omentum),1,1,0
GTEX-1MA7W-0626,Colon - Transverse,1,1,0
GTEX-1MA7W-0726,Small Intestine - Terminal Ileum,1,0,0
GTEX-1MA7W-0826,Colon - Sigmoid,1,0,0
GTEX-1MA7W-0926,Esophagus - Gastroesophageal Junction,1,1,0
GTEX-1MA7W-1026,Breast - Mammary Tissue,1,1,0
GTEX-1MA7W-1126,Stomach,1,0,0
GTEX-1MA7W-1226,Vagina,1,0,0
GTEX-1MA7W-1326,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-1MA7W-1426,Ovary,1,1,0
GTEX-1MA7W-1526,Uterus,1,1,0
GTEX-1MA7W-1626,Nerve - Tibial,1,1,0
GTEX-1MA7W-1726,Artery - Tibial,1,0,0
GTEX-1MA7W-1826,Muscle - Skeletal,1,1,0
GTEX-1MA7W-1926,Adipose - Subcutaneous,1,1,0
GTEX-1MA7W-2026,Skin - Sun Exposed (Lower leg),1,1,0
GTEX-1MA7X-0126,Artery - Aorta,1,0,0
GTEX-1MA7X-0226,Artery - Coronary,1,0,0
GTEX-1MA7X-0326,Heart - Atrial Appendage,1,0,0
GTEX-1MA7X-0426,Heart - Left Ventricle,1,0,0
GTEX-1MA7X-0526,Liver,1,0,0
GTEX-1MA7X-0626,Lung,1,1,0
GTEX-1MA7X-0726,Esophagus - Mucosa,1,1,0
GTEX-1MA7X-0826,Esophagus - Muscularis,1,1,0
GTEX-1MA7X-0926,Thyroid,1,1,0
GTEX-1MA7X-1026,Adipose - Visceral (Omentum),1,1,0
GTEX-1MA7X-1126,Pancreas,1,0,0
GTEX-1MA7X-1226,Spleen,1,0,0
GTEX-1MA7X-1326,Adrenal Gland,1,0,0
GTEX-1MA7X-1426,Kidney - Cortex,1,0,0
GTEX-1MA7X-1526,Testis,1,1,0
GTEX-1MA7X-1626,Breast - Mammary Tissue,1,1,0
GTEX-1MA7X-1726,Skin - Not Sun Exposed (Suprapubic),1,0,0
GTEX-1MA7X-1826,Nerve - Tibial,1,0,0
GTEX-1MA7X-1926,Artery - Tibial,1,0,0
GTEX-1MA7X-2026,Muscle - Skeletal,1,0,0
GTEX-1MA7X-2126,Adipose - Subcutaneous,1,1,0
